,applicant_id,Primary_applicant_age_in_years,Years_at_current_residence,Months_loan_taken_for,Principal_loan_amount,Marital_status,Savings_account_balance,Purpose,Property,Loan_history,gen_house,high_risk_applicant
517,1250900,23,4,36,7127000,divorced/separated/married,Low,FF&E,building society savings agreement/life insurance,critical/pending loans at other banks,female & rent,1
518,1672101,43,2,6,1203000,single,Medium,new vehicle,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,0
519,1541522,36,4,6,700000,single,Low,electronic equipment,car or other,critical/pending loans at other banks,male & for free,0
520,1542760,44,4,24,5507000,single,Low,repair costs,car or other,critical/pending loans at other banks,male & for free,0
521,1312890,24,2,18,3190000,divorced/separated/married,Low,electronic equipment,real estate,existing loans paid back duly till now,female & own,1
522,1575976,53,4,48,7119000,single,Low,FF&E,car or other,no loans taken/all loans paid back duly,male & for free,1
523,1300737,23,4,24,3488000,divorced/separated/married,Medium,used vehicle,car or other,existing loans paid back duly till now,female & own,0
524,1579354,26,4,18,1113000,divorced/separated/married,Low,electronic equipment,real estate,existing loans paid back duly till now,female & own,0
525,1165396,30,3,26,7966000,single,Low,used vehicle,car or other,existing loans paid back duly till now,male & own,0
526,1845999,31,3,15,1532000,divorced/separated/married,Medium,education,car or other,critical/pending loans at other banks,female & own,0
527,1836203,42,1,4,1503000,single,Low,electronic equipment,real estate,critical/pending loans at other banks,male & own,0
528,1796884,31,4,36,2302000,divorced/separated,Low,electronic equipment,car or other,existing loans paid back duly till now,male & rent,1
529,1545916,41,4,6,662000,single,Low,new vehicle,real estate,existing loans paid back duly till now,male & own,0
530,1666376,32,1,36,2273000,single,Low,education,car or other,existing loans paid back duly till now,male & own,0
531,1337077,28,4,15,2631000,divorced/separated/married,Medium,new vehicle,car or other,existing loans paid back duly till now,female & rent,1
532,1670246,41,4,12,1503000,married/widowed,Low,used vehicle,real estate,delay in paying off loans in the past,male & rent,0
533,1112826,26,3,24,1311000,married/widowed,Medium,electronic equipment,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,0
534,1321430,25,2,24,3105000,single,Low,electronic equipment,car or other,existing loans paid back duly till now,male & own,0
535,1602400,33,1,21,2319000,divorced/separated,Low,education,car or other,critical/pending loans at other banks,male & rent,1
536,1381249,75,3,6,1374000,divorced/separated/married,Low,new vehicle,building society savings agreement/life insurance,existing loans paid back duly till now,female & own,0
537,1815409,37,4,18,3612000,divorced/separated/married,Low,FF&E,building society savings agreement/life insurance,critical/pending loans at other banks,female & own,0
538,1762049,42,4,48,7763000,single,Low,new vehicle,car or other,existing loans paid back duly till now,male & for free,1
539,1776853,45,1,18,3049000,divorced/separated/married,Low,FF&E,building society savings agreement/life insurance,existing loans paid back duly till now,female & own,0
540,1234944,23,1,12,1534000,married/widowed,Low,electronic equipment,real estate,existing loans paid back duly till now,male & rent,1
541,1185915,60,4,24,2032000,single,Low,new vehicle,car or other,delay in paying off loans in the past,male & for free,0
542,1355416,31,4,30,6350000,single,Low,FF&E,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,1
543,1736265,34,1,18,2864000,single,Low,FF&E,real estate,existing loans paid back duly till now,male & own,1
544,1258426,61,4,12,1255000,single,Low,new vehicle,real estate,critical/pending loans at other banks,male & own,0
545,1836234,43,2,24,1333000,single,Low,new vehicle,real estate,delay in paying off loans in the past,male & for free,1
546,1296879,37,4,24,2022000,divorced/separated/married,Low,new vehicle,car or other,critical/pending loans at other banks,female & own,0
547,1438110,32,1,24,1552000,single,Low,electronic equipment,car or other,existing loans paid back duly till now,male & own,0
548,1667627,24,4,12,626000,divorced/separated/married,Low,electronic equipment,real estate,all loans at this bank paid back duly,female & own,1
549,1862061,35,1,48,8858000,single,Low,used vehicle,car or other,critical/pending loans at other banks,male & for free,0
550,1164275,23,4,12,996000,divorced/separated/married,Low,repair costs,real estate,critical/pending loans at other banks,female & own,0
551,1863760,45,4,6,1750000,single,High,electronic equipment,building society savings agreement/life insurance,all loans at this bank paid back duly,male & own,0
552,1199639,34,1,48,6999000,married/widowed,Low,electronic equipment,real estate,existing loans paid back duly till now,male & own,1
553,1774959,27,1,12,1995000,single,Medium,new vehicle,car or other,critical/pending loans at other banks,male & own,0
554,1388041,67,4,9,1199000,divorced/separated/married,Low,education,building society savings agreement/life insurance,existing loans paid back duly till now,female & own,0
555,1210884,22,1,12,1331000,single,Low,electronic equipment,car or other,existing loans paid back duly till now,male & own,1
556,1365814,28,3,18,2278000,divorced/separated/married,Medium,new vehicle,car or other,no loans taken/all loans paid back duly,female & own,1
557,1115087,29,4,21,5003000,divorced/separated/married,Low,new vehicle,building society savings agreement/life insurance,no loans taken/all loans paid back duly,female & own,1
558,1875951,27,4,24,3552000,single,Low,FF&E,car or other,all loans at this bank paid back duly,male & own,1
559,1243348,31,2,18,1928000,single,Low,FF&E,real estate,critical/pending loans at other banks,male & own,1
560,1178393,49,4,24,2964000,single,Low,used vehicle,car or other,existing loans paid back duly till now,male & for free,0
561,1500502,24,4,24,1546000,single,Low,electronic equipment,car or other,all loans at this bank paid back duly,male & rent,1
562,1892811,29,1,6,683000,divorced/separated/married,Low,electronic equipment,building society savings agreement/life insurance,delay in paying off loans in the past,female & own,0
563,1441760,37,4,36,12389000,single,Low,new vehicle,car or other,existing loans paid back duly till now,male & for free,1
564,1738676,37,2,24,4712000,single,Low,business,building society savings agreement/life insurance,delay in paying off loans in the past,male & own,0
565,1217305,23,2,24,1553000,divorced/separated/married,Medium,electronic equipment,building society savings agreement/life insurance,delay in paying off loans in the past,female & rent,0
566,1662684,36,3,12,1372000,divorced/separated,Low,new vehicle,car or other,existing loans paid back duly till now,male & own,1
567,1586917,34,2,24,2578000,single,Very high,electronic equipment,car or other,critical/pending loans at other banks,male & own,0
568,1754897,41,1,48,3979000,single,Low,electronic equipment,car or other,existing loans paid back duly till now,male & own,0
569,1857539,31,2,48,6758000,divorced/separated/married,Low,electronic equipment,car or other,existing loans paid back duly till now,female & own,1
570,1463541,23,4,24,3234000,divorced/separated/married,Low,FF&E,real estate,existing loans paid back duly till now,female & rent,1
571,1607360,38,2,30,5954000,single,Low,electronic equipment,car or other,critical/pending loans at other banks,male & own,0
572,1343586,26,4,24,5433000,divorced/separated/married,Low,used vehicle,building society savings agreement/life insurance,existing loans paid back duly till now,female & rent,0
573,1109612,22,4,15,806000,divorced/separated/married,Low,business,building society savings agreement/life insurance,existing loans paid back duly till now,female & own,0
574,1432750,27,4,9,1082000,single,Low,electronic equipment,car or other,existing loans paid back duly till now,male & own,0
575,1902302,24,3,15,2788000,divorced/separated/married,Low,FF&E,car or other,critical/pending loans at other banks,female & own,0
576,1519801,27,1,12,2930000,divorced/separated/married,Low,electronic equipment,real estate,existing loans paid back duly till now,female & own,0
577,1312718,33,2,24,1927000,divorced/separated/married,Low,education,car or other,critical/pending loans at other banks,female & own,0
578,1554006,27,4,36,2820000,divorced/separated,Low,new vehicle,car or other,critical/pending loans at other banks,male & own,1
579,1492967,27,3,24,937000,married/widowed,Low,career development,car or other,existing loans paid back duly till now,male & own,0
580,1442676,30,3,18,1056000,single,Low,new vehicle,real estate,critical/pending loans at other banks,male & own,1
581,1378210,49,3,12,3124000,single,Low,new vehicle,real estate,critical/pending loans at other banks,male & own,0
582,1774767,26,2,9,1388000,divorced/separated/married,Low,FF&E,real estate,existing loans paid back duly till now,female & rent,0
583,1635448,33,1,36,2384000,single,Low,repair costs,car or other,existing loans paid back duly till now,male & rent,1
584,1143985,52,4,12,2133000,divorced/separated/married,Low,new vehicle,car or other,existing loans paid back duly till now,female & for free,0
585,1670066,20,4,18,2039000,divorced/separated/married,Low,FF&E,real estate,existing loans paid back duly till now,female & rent,1
586,1466670,36,2,9,2799000,single,Low,new vehicle,real estate,critical/pending loans at other banks,male & rent,0
587,1447929,21,1,12,1289000,single,Low,FF&E,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,0
588,1618937,47,3,18,1217000,married/widowed,Low,domestic appliances,real estate,existing loans paid back duly till now,male & own,1
589,1873573,60,3,12,2246000,single,Low,FF&E,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,1
590,1830977,58,3,12,385000,divorced/separated/married,Low,electronic equipment,real estate,critical/pending loans at other banks,female & own,0
591,1612355,42,4,24,1965000,divorced/separated/married,Low,new vehicle,car or other,delay in paying off loans in the past,female & rent,0
592,1165234,36,4,21,1572000,divorced/separated/married,Very high,business,real estate,existing loans paid back duly till now,female & own,0
593,1825343,20,4,24,2718000,divorced/separated/married,Low,new vehicle,building society savings agreement/life insurance,existing loans paid back duly till now,female & rent,1
594,1307369,40,3,24,1358000,single,Low,domestic appliances,car or other,all loans at this bank paid back duly,male & own,1
595,1403127,32,1,6,931000,divorced/separated/married,Medium,new vehicle,building society savings agreement/life insurance,all loans at this bank paid back duly,female & own,1
596,1852152,23,4,24,1442000,divorced/separated/married,Low,new vehicle,car or other,existing loans paid back duly till now,female & rent,1
597,1510937,36,4,24,4241000,single,Low,business,real estate,no loans taken/all loans paid back duly,male & own,1
598,1354791,31,2,18,2775000,single,Low,new vehicle,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,1
599,1841389,32,2,24,3863000,single,Low,business,car or other,delay in paying off loans in the past,male & for free,0
600,1854199,45,1,7,2329000,divorced/separated/married,Low,electronic equipment,real estate,existing loans paid back duly till now,female & own,0
601,1256236,30,1,9,918000,divorced/separated/married,Low,FF&E,building society savings agreement/life insurance,existing loans paid back duly till now,female & own,1
602,1503339,34,4,24,1837000,divorced/separated/married,Low,education,car or other,all loans at this bank paid back duly,female & for free,1
603,1500594,28,2,36,3349000,divorced/separated/married,Low,FF&E,car or other,existing loans paid back duly till now,female & own,1
604,1462065,23,2,10,1275000,divorced/separated/married,Low,FF&E,building society savings agreement/life insurance,existing loans paid back duly till now,female & own,0
605,1474361,22,4,24,2828000,single,High,FF&E,real estate,all loans at this bank paid back duly,male & own,0
606,1764990,74,2,24,4526000,single,Low,business,real estate,critical/pending loans at other banks,male & own,0
607,1621121,50,4,36,2671000,divorced/separated/married,Medium,electronic equipment,car or other,existing loans paid back duly till now,female & for free,1
608,1365958,33,1,18,2051000,single,Low,electronic equipment,real estate,existing loans paid back duly till now,male & own,0
609,1630681,45,4,15,1300000,single,Low,used vehicle,car or other,existing loans paid back duly till now,male & for free,0
610,1448317,22,3,12,741000,divorced/separated/married,Medium,domestic appliances,building society savings agreement/life insurance,existing loans paid back duly till now,female & own,1
611,1744762,48,4,10,1240000,divorced/separated/married,Medium,new vehicle,car or other,existing loans paid back duly till now,female & for free,1
612,1655690,29,2,21,3357000,divorced/separated/married,Very high,electronic equipment,car or other,existing loans paid back duly till now,female & own,0
613,1210184,22,4,24,3632000,divorced/separated/married,Low,used vehicle,car or other,all loans at this bank paid back duly,female & rent,0
614,1113231,22,1,18,1808000,divorced/separated/married,Low,FF&E,real estate,delay in paying off loans in the past,female & own,1
615,1476817,48,2,48,12204000,single,Low,business,car or other,no loans taken/all loans paid back duly,male & own,0
616,1143908,27,2,60,9157000,single,Low,electronic equipment,car or other,delay in paying off loans in the past,male & for free,0
617,1239641,37,3,6,3676000,single,Low,new vehicle,real estate,critical/pending loans at other banks,male & rent,0
618,1826580,21,4,30,3441000,divorced/separated/married,Medium,FF&E,car or other,existing loans paid back duly till now,female & rent,1
619,1826763,49,2,12,640000,divorced/separated,Low,new vehicle,real estate,existing loans paid back duly till now,male & own,0
620,1747933,27,3,21,3652000,single,Low,business,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
621,1257777,32,2,18,1530000,single,Low,new vehicle,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,1
622,1687945,38,2,48,3914000,divorced/separated,Low,business,real estate,existing loans paid back duly till now,male & own,1
623,1513000,22,1,12,1858000,divorced/separated/married,Low,FF&E,car or other,existing loans paid back duly till now,female & rent,0
624,1502591,65,4,18,2600000,single,Low,electronic equipment,car or other,existing loans paid back duly till now,male & for free,1
625,1886102,35,2,15,1979000,single,Low,electronic equipment,car or other,existing loans paid back duly till now,male & own,0
626,1597354,41,2,6,2116000,single,Low,FF&E,real estate,existing loans paid back duly till now,male & own,0
627,1391760,29,3,9,1437000,single,Medium,new vehicle,car or other,all loans at this bank paid back duly,male & own,1
628,1883131,36,4,42,4042000,single,High,FF&E,real estate,critical/pending loans at other banks,male & own,0
629,1679090,64,4,9,3832000,single,Low,education,real estate,existing loans paid back duly till now,male & own,0
630,1784512,28,4,24,3660000,divorced/separated/married,Low,electronic equipment,car or other,existing loans paid back duly till now,female & own,0
631,1326708,44,3,18,1553000,single,Low,FF&E,car or other,all loans at this bank paid back duly,male & own,1
632,1443796,23,1,15,1444000,single,Low,electronic equipment,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,0
633,1862135,19,2,9,1980000,divorced/separated/married,Low,FF&E,car or other,existing loans paid back duly till now,female & rent,1
634,1432788,25,4,24,1355000,divorced/separated/married,Low,new vehicle,car or other,existing loans paid back duly till now,female & own,1
635,1707666,47,4,12,1393000,single,Low,education,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,0
636,1349046,28,1,24,1376000,divorced/separated/married,High,electronic equipment,car or other,existing loans paid back duly till now,female & own,0
637,1640552,21,4,60,15653000,single,Low,electronic equipment,car or other,delay in paying off loans in the past,male & own,0
638,1532989,34,3,12,1493000,divorced/separated/married,Low,electronic equipment,car or other,existing loans paid back duly till now,female & own,0
639,1300927,26,2,42,4370000,single,Low,electronic equipment,building society savings agreement/life insurance,delay in paying off loans in the past,male & own,1
640,1684799,27,1,18,750000,divorced/separated/married,Low,education,real estate,existing loans paid back duly till now,female & own,1
641,1736925,38,4,15,1308000,single,Low,repair costs,car or other,existing loans paid back duly till now,male & own,0
642,1156429,40,2,15,4623000,single,Medium,education,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,1
643,1495594,33,2,24,1851000,married/widowed,Low,electronic equipment,car or other,critical/pending loans at other banks,male & own,0
644,1732994,32,1,18,1880000,married/widowed,Low,electronic equipment,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
645,1532977,27,4,36,7980000,single,Low,business,car or other,delay in paying off loans in the past,male & rent,1
646,1452733,32,2,30,4583000,divorced/separated,Low,FF&E,real estate,no loans taken/all loans paid back duly,male & own,0
647,1304536,26,2,12,1386000,divorced/separated/married,High,new vehicle,building society savings agreement/life insurance,existing loans paid back duly till now,female & own,1
648,1892638,38,3,24,947000,single,Low,new vehicle,car or other,existing loans paid back duly till now,male & for free,1
649,1175174,40,4,12,684000,single,Low,education,car or other,existing loans paid back duly till now,male & rent,1
650,1360939,50,1,48,7476000,single,Low,education,car or other,existing loans paid back duly till now,male & for free,0
651,1637887,37,2,12,1922000,single,Low,FF&E,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,1
652,1126684,45,1,24,2303000,single,Low,new vehicle,real estate,existing loans paid back duly till now,male & own,1
653,1476071,42,4,36,8086000,single,Medium,new vehicle,car or other,delay in paying off loans in the past,male & own,1
654,1764381,35,3,24,2346000,single,Low,used vehicle,car or other,critical/pending loans at other banks,male & own,0
655,1654707,22,4,14,3973000,single,Low,new vehicle,car or other,existing loans paid back duly till now,male & for free,0
656,1504819,41,4,12,888000,single,Low,new vehicle,car or other,existing loans paid back duly till now,male & own,1
657,1680877,37,3,48,10222000,single,Low,electronic equipment,car or other,existing loans paid back duly till now,male & own,0
658,1439887,28,1,30,4221000,divorced/separated/married,Low,business,car or other,no loans taken/all loans paid back duly,female & own,0
659,1237671,41,1,18,6361000,single,Low,FF&E,car or other,critical/pending loans at other banks,male & own,0
660,1352279,23,4,12,1297000,married/widowed,Low,electronic equipment,real estate,existing loans paid back duly till now,male & rent,0
661,1409197,23,2,12,900000,married/widowed,Low,new vehicle,car or other,existing loans paid back duly till now,male & own,1
662,1448066,50,2,21,2241000,single,Low,FF&E,real estate,existing loans paid back duly till now,male & own,0
663,1337177,35,1,6,1050000,single,Low,FF&E,building society savings agreement/life insurance,delay in paying off loans in the past,male & own,0
664,1199661,50,4,6,1047000,divorced/separated/married,Low,education,building society savings agreement/life insurance,critical/pending loans at other banks,female & own,0
665,1483329,27,2,24,6314000,single,Low,used vehicle,car or other,critical/pending loans at other banks,male & own,0
666,1401525,34,2,30,3496000,single,Very high,FF&E,car or other,all loans at this bank paid back duly,male & own,0
667,1869013,27,1,48,3609000,divorced/separated/married,Low,business,real estate,all loans at this bank paid back duly,female & own,0
668,1611783,43,4,12,4843000,single,Low,new vehicle,building society savings agreement/life insurance,critical/pending loans at other banks,male & rent,1
669,1837760,47,4,30,3017000,single,Low,electronic equipment,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
670,1844813,27,3,24,4139000,single,Medium,business,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
671,1554792,31,2,36,5742000,single,Medium,business,car or other,existing loans paid back duly till now,male & own,0
672,1771489,42,4,60,10366000,single,Low,new vehicle,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,0
673,1241112,24,2,6,2080000,married/widowed,High,new vehicle,car or other,critical/pending loans at other banks,male & own,0
674,1770970,41,2,21,2580000,single,High,business,real estate,delay in paying off loans in the past,male & own,1
675,1373246,26,4,30,4530000,divorced/separated/married,Low,electronic equipment,car or other,critical/pending loans at other banks,female & rent,0
676,1509620,33,4,24,5150000,single,Low,FF&E,car or other,critical/pending loans at other banks,male & own,0
677,1142576,24,2,72,5595000,married/widowed,Medium,electronic equipment,car or other,existing loans paid back duly till now,male & own,1
678,1671068,64,4,24,2384000,single,Low,electronic equipment,real estate,existing loans paid back duly till now,male & rent,0
679,1538199,26,1,18,1453000,divorced/separated/married,Low,electronic equipment,real estate,existing loans paid back duly till now,female & own,0
680,1482554,56,2,6,1538000,divorced/separated/married,Low,education,car or other,existing loans paid back duly till now,female & own,0
681,1516876,37,4,12,2279000,single,Low,electronic equipment,car or other,existing loans paid back duly till now,male & for free,0
682,1586174,33,3,15,1478000,married/widowed,Low,electronic equipment,real estate,delay in paying off loans in the past,male & own,0
683,1168229,47,3,24,5103000,married/widowed,Low,electronic equipment,car or other,critical/pending loans at other banks,male & for free,0
684,1441925,31,3,36,9857000,single,Medium,business,building society savings agreement/life insurance,delay in paying off loans in the past,male & own,0
685,1662345,34,4,60,6527000,single,Low,new vehicle,car or other,existing loans paid back duly till now,male & for free,0
686,1649933,27,2,10,1347000,single,Low,electronic equipment,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
687,1168468,30,3,36,2862000,single,Medium,new vehicle,car or other,delay in paying off loans in the past,male & for free,0
688,1875015,35,4,9,2753000,single,Medium,electronic equipment,car or other,existing loans paid back duly till now,male & own,0
689,1273850,31,3,12,3651000,single,Very high,new vehicle,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,0
690,1345875,25,3,15,975000,divorced/separated,Low,FF&E,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
691,1774355,25,2,15,2631000,divorced/separated/married,Medium,repair costs,real estate,existing loans paid back duly till now,female & own,0
692,1626519,29,1,24,2896000,single,Medium,electronic equipment,car or other,existing loans paid back duly till now,male & own,0
693,1321826,44,3,6,4716000,single,Low,new vehicle,real estate,critical/pending loans at other banks,male & own,0
694,1412577,28,2,24,2284000,single,Low,electronic equipment,car or other,existing loans paid back duly till now,male & own,0
695,1514997,50,4,6,1236000,single,High,used vehicle,building society savings agreement/life insurance,existing loans paid back duly till now,male & rent,0
696,1209193,29,3,12,1103000,single,Low,electronic equipment,real estate,existing loans paid back duly till now,male & own,0
697,1656838,38,2,12,926000,divorced/separated/married,Low,new vehicle,building society savings agreement/life insurance,critical/pending loans at other banks,female & own,0
698,1381175,24,2,18,1800000,single,Low,electronic equipment,car or other,critical/pending loans at other banks,male & own,0
699,1430426,40,4,15,1905000,single,Low,education,car or other,existing loans paid back duly till now,male & rent,0
700,1776816,29,4,12,1123000,divorced/separated/married,High,FF&E,car or other,existing loans paid back duly till now,female & rent,1
701,1178282,46,4,48,6331000,single,Low,used vehicle,car or other,critical/pending loans at other banks,male & for free,1
702,1657898,47,2,24,1377000,divorced/separated/married,Medium,electronic equipment,car or other,existing loans paid back duly till now,female & for free,0
703,1629275,41,2,30,2503000,single,Medium,business,building society savings agreement/life insurance,delay in paying off loans in the past,male & own,0
704,1846282,32,1,27,2528000,divorced/separated/married,Low,business,building society savings agreement/life insurance,existing loans paid back duly till now,female & own,0
705,1607876,35,4,15,5324000,divorced/separated/married,High,new vehicle,car or other,existing loans paid back duly till now,female & for free,0
706,1735719,24,2,48,6560000,single,Medium,new vehicle,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,1
707,1516902,25,3,12,2969000,divorced/separated/married,Low,FF&E,building society savings agreement/life insurance,no loans taken/all loans paid back duly,female & rent,1
708,1127273,25,4,9,1206000,divorced/separated/married,Low,electronic equipment,real estate,existing loans paid back duly till now,female & own,0
709,1789670,37,2,9,2118000,single,Low,electronic equipment,real estate,existing loans paid back duly till now,male & own,0
710,1215142,32,3,18,629000,single,High,electronic equipment,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
711,1346719,35,4,6,1198000,divorced/separated/married,Low,education,car or other,all loans at this bank paid back duly,female & for free,1
712,1280395,46,4,21,2476000,single,Low,used vehicle,real estate,existing loans paid back duly till now,male & own,0
713,1695246,25,4,9,1138000,single,Low,electronic equipment,real estate,critical/pending loans at other banks,male & own,0
714,1372926,27,2,60,14027000,single,Low,new vehicle,car or other,existing loans paid back duly till now,male & own,1
715,1314021,63,4,30,7596000,single,Low,used vehicle,car or other,critical/pending loans at other banks,male & own,0
716,1152616,40,2,30,3077000,single,Low,electronic equipment,car or other,critical/pending loans at other banks,male & own,0
717,1849511,32,2,18,1505000,single,Low,electronic equipment,car or other,existing loans paid back duly till now,male & for free,0
718,1153145,31,2,24,3148000,single,Low,electronic equipment,car or other,critical/pending loans at other banks,male & own,0
719,1532256,31,4,20,6148000,married/widowed,Medium,used vehicle,car or other,no loans taken/all loans paid back duly,male & own,0
720,1392809,34,2,9,1337000,single,Low,electronic equipment,car or other,no loans taken/all loans paid back duly,male & own,1
721,1619368,24,2,6,433000,divorced/separated/married,Very high,education,building society savings agreement/life insurance,all loans at this bank paid back duly,female & rent,1
722,1133947,24,2,12,1228000,divorced/separated/married,Low,new vehicle,real estate,existing loans paid back duly till now,female & own,1
723,1169619,66,3,9,790000,divorced/separated/married,High,electronic equipment,real estate,existing loans paid back duly till now,female & own,0
724,1215207,21,3,27,2570000,divorced/separated/married,Low,new vehicle,real estate,existing loans paid back duly till now,female & rent,1
725,1349113,41,2,6,250000,divorced/separated/married,Very high,new vehicle,real estate,critical/pending loans at other banks,female & own,0
726,1188964,47,2,15,1316000,married/widowed,High,electronic equipment,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
727,1695402,25,4,18,1882000,divorced/separated/married,Low,electronic equipment,car or other,existing loans paid back duly till now,female & rent,1
728,1183707,59,3,48,6416000,divorced/separated/married,Low,business,car or other,all loans at this bank paid back duly,female & rent,1
729,1216943,36,4,24,1275000,divorced/separated,Very high,business,real estate,critical/pending loans at other banks,male & own,0
730,1782832,33,2,24,6403000,single,Low,electronic equipment,car or other,delay in paying off loans in the past,male & own,0
731,1892474,21,4,24,1987000,single,Low,electronic equipment,real estate,existing loans paid back duly till now,male & rent,1
732,1652800,44,2,8,760000,divorced/separated/married,Low,electronic equipment,real estate,existing loans paid back duly till now,female & own,0
733,1643428,28,4,24,2603000,divorced/separated/married,Very high,used vehicle,car or other,existing loans paid back duly till now,female & rent,0
734,1221330,37,1,4,3380000,divorced/separated/married,Low,new vehicle,real estate,critical/pending loans at other banks,female & own,0
735,1106688,29,2,36,3990000,divorced/separated/married,Low,domestic appliances,car or other,all loans at this bank paid back duly,female & own,0
736,1264018,23,4,24,11560000,divorced/separated/married,Low,used vehicle,car or other,existing loans paid back duly till now,female & rent,1
737,1412879,35,4,18,4380000,single,Medium,new vehicle,car or other,existing loans paid back duly till now,male & own,0
738,1165210,45,3,6,6761000,single,Low,new vehicle,car or other,critical/pending loans at other banks,male & own,0
739,1399194,26,4,30,4280000,divorced/separated/married,Medium,business,car or other,no loans taken/all loans paid back duly,female & rent,1
740,1833657,32,3,24,2325000,single,Medium,new vehicle,car or other,all loans at this bank paid back duly,male & own,0
741,1292645,23,4,10,1048000,single,Low,electronic equipment,real estate,all loans at this bank paid back duly,male & own,0
742,1536162,41,3,21,3160000,single,Low,electronic equipment,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,0
743,1668971,22,4,24,2483000,single,High,FF&E,real estate,all loans at this bank paid back duly,male & own,0
744,1216844,30,4,39,14179000,single,Low,FF&E,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
745,1601024,28,1,13,1797000,single,Low,business,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
746,1391686,23,4,15,2511000,divorced/separated/married,Low,new vehicle,car or other,existing loans paid back duly till now,female & rent,0
747,1504217,37,1,12,1274000,divorced/separated/married,Low,new vehicle,real estate,existing loans paid back duly till now,female & own,1
748,1800745,26,3,21,5248000,single,Low,used vehicle,car or other,existing loans paid back duly till now,male & own,0
749,1282922,33,2,15,3029000,single,Low,used vehicle,car or other,existing loans paid back duly till now,male & own,0
750,1837579,49,1,6,428000,divorced/separated/married,Low,FF&E,building society savings agreement/life insurance,existing loans paid back duly till now,female & own,0
751,1612689,23,2,18,976000,divorced/separated/married,Low,new vehicle,car or other,existing loans paid back duly till now,female & own,1
752,1746834,23,4,12,841000,divorced/separated/married,Medium,business,real estate,existing loans paid back duly till now,female & rent,0
753,1708009,25,2,30,5771000,divorced/separated/married,Low,electronic equipment,car or other,critical/pending loans at other banks,female & own,0
754,1331312,55,4,12,1555000,single,Very high,repair costs,car or other,delay in paying off loans in the past,male & for free,1
755,1621486,32,4,24,1285000,divorced/separated/married,Low,new vehicle,car or other,existing loans paid back duly till now,female & rent,1
756,1868234,74,1,6,1299000,single,Low,new vehicle,real estate,critical/pending loans at other banks,male & own,0
757,1358207,39,4,15,1271000,single,Low,electronic equipment,car or other,critical/pending loans at other banks,male & for free,1
758,1888759,31,2,24,1393000,single,Low,new vehicle,real estate,existing loans paid back duly till now,male & own,0
759,1239673,35,3,12,691000,single,Low,new vehicle,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,1
760,1691986,59,4,15,5045000,divorced/separated/married,Low,new vehicle,car or other,critical/pending loans at other banks,female & own,0
761,1298469,24,4,18,2124000,divorced/separated/married,Low,FF&E,real estate,critical/pending loans at other banks,female & rent,1
762,1197388,24,3,12,2214000,single,Low,electronic equipment,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,0
763,1721124,30,4,21,12680000,single,Low,new vehicle,car or other,critical/pending loans at other banks,male & for free,1
764,1462018,27,3,24,2463000,married/widowed,Medium,new vehicle,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
765,1235848,40,3,12,1155000,married/widowed,Low,electronic equipment,real estate,existing loans paid back duly till now,male & own,0
766,1714471,31,4,30,3108000,divorced/separated,Low,FF&E,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,1
767,1425297,31,4,10,2901000,divorced/separated/married,Low,used vehicle,real estate,existing loans paid back duly till now,female & rent,0
768,1325035,28,4,12,3617000,single,Low,FF&E,car or other,critical/pending loans at other banks,male & rent,0
769,1537731,63,4,12,1655000,single,Low,electronic equipment,real estate,critical/pending loans at other banks,male & own,0
770,1175864,26,4,24,2812000,divorced/separated/married,Low,used vehicle,real estate,existing loans paid back duly till now,female & rent,0
771,1278263,25,2,36,8065000,divorced/separated/married,Low,education,car or other,critical/pending loans at other banks,female & own,1
772,1700305,36,4,21,3275000,single,Low,used vehicle,car or other,critical/pending loans at other banks,male & own,0
